ENDEREÇO GOOGLE MAPS,GPS,ALIMENTADOR,GPS - FUSIVEL
SMF1145,"https://www.google.com/maps/place/-7.22814542, -39.31521323",JZN01M9,"-7.22814542, -39.31521323"
SMH5245,"https://www.google.com/maps/place/-7.2231248, -39.31556302",JZN01M9,"-7.2231248, -39.31556302"
SMH5270,"https://www.google.com/maps/place/-7.21982208, -39.31703718",JZN01M9,"-7.21982208, -39.31703718"
SMH6055,"https://www.google.com/maps/place/-7.20872463, -39.31459294",JZN01M9,"-7.20872463, -39.31459294"
SMH6276,"https://www.google.com/maps/place/-7.20508043, -39.31278795",JZN01M9,"-7.20508043, -39.31278795"
SMH6489,"https://www.google.com/maps/place/-7.20424131, -39.30965343",JZN01M9,"-7.20424131, -39.30965343"
SMH6640,"https://www.google.com/maps/place/-7.20959447, -39.31249214",JZN01M9,"-7.20959447, -39.31249214"
SMH8325,"https://www.google.com/maps/place/-7.22808923, -39.31798498",JZN01M9,"-7.22808923, -39.31798498"
SMF0055,"https://www.google.com/maps/place/-7.22512359, -39.31601731",JZN01M9,"-7.22512359, -39.31601731"
SMF0054,"https://www.google.com/maps/place/-7.22516745, -39.31799199",JZN01M9,"-7.22516745, -39.31799199"
FML0129,"https://www.google.com/maps/place/-7.21646773, -39.31468885",JZN01M9,"-7.21646773, -39.31468885"
FMF0024,"https://www.google.com/maps/place/-7.22676412, -39.31129012",JZN01M9,"-7.22676412, -39.31129012"
FML1598,"https://www.google.com/maps/place/-7.20555166, -39.31153832",JZN01M9,"-7.20555166, -39.31153832"
FML1599,"https://www.google.com/maps/place/-7.20492758, -39.3114292",JZN01M9,"-7.20492758, -39.3114292"
SML0409,"https://www.google.com/maps/place/-7.20847209, -39.31352395",JZN01M9,"-7.20847209, -39.31352395"
FML0042,"https://www.google.com/maps/place/-7.20735955, -39.31338732",JZN01M9,"-7.20735955, -39.31338732"
FML0044,"https://www.google.com/maps/place/-7.20307656, -39.30644624",JZN01M9,"-7.20307656, -39.30644624"
FML0046,"https://www.google.com/maps/place/-7.20497374, -39.31006152",JZN01M9,"-7.20497374, -39.31006152"
FML0124,"https://www.google.com/maps/place/-7.20867066, -39.31414907",JZN01M9,"-7.20867066, -39.31414907"
RMH8899,"https://www.google.com/maps/place/-7.21682244, -39.31187209",JZN01M9,"-7.21682244, -39.31187209"
SML1165,"https://www.google.com/maps/place/-7.20707897, -39.31363169",JZN01M9,"-7.20707897, -39.31363169"
4MH8899,"https://www.google.com/maps/place/-7.21684052, -39.31189022",JZN01M9,"-7.21684052, -39.31189022"
5MH8899,"https://www.google.com/maps/place/-7.21684055, -39.31184493",JZN01M9,"-7.21684055, -39.31184493"
FML1435,"https://www.google.com/maps/place/-7.20524502, -39.31018851",JZN01M9,"-7.20524502, -39.31018851"
SMI0672,"https://www.google.com/maps/place/-7.20314746, -39.30862918",JZN01M9,"-7.20314746, -39.30862918"
SML0072,"https://www.google.com/maps/place/-7.21823101, -39.31561398",JZN01M9,"-7.21823101, -39.31561398"
FML0010,"https://www.google.com/maps/place/-7.20157238, -39.31028565",JZN01M9,"-7.20157238, -39.31028565"
FML0230,"https://www.google.com/maps/place/-7.20549161, -39.30669242",JZN01M9,"-7.20549161, -39.30669242"
FML0073,"https://www.google.com/maps/place/-7.20919681, -39.31196652",JZN01M9,"-7.20919681, -39.31196652"
FML0516,"https://www.google.com/maps/place/-7.20586216, -39.30719084",JZN01M9,"-7.20586216, -39.30719084"
FML0515,"https://www.google.com/maps/place/-7.20582623, -39.3068104",JZN01M9,"-7.20582623, -39.3068104"
FML0134,"https://www.google.com/maps/place/-7.20915016, -39.31404977",JZN01M9,"-7.20915016, -39.31404977"
SMF1186,"https://www.google.com/maps/place/-7.2278439, -39.31955186",JZN01M9,"-7.2278439, -39.31955186"
FML1159,"https://www.google.com/maps/place/-7.20684823, -39.3070647",JZN01M9,"-7.20684823, -39.3070647"
FMF1199,"https://www.google.com/maps/place/-7.20469575, -39.30645639",JZN01M9,"-7.20469575, -39.30645639"
FMF0240,"https://www.google.com/maps/place/-7.20504664, -39.30927356",JZN01M9,"-7.20504664, -39.30927356"
FMF0239,"https://www.google.com/maps/place/-7.20524611, -39.30857625",JZN01M9,"-7.20524611, -39.30857625"
FMF0193,"https://www.google.com/maps/place/-7.20572545, -39.30871244",JZN01M9,"-7.20572545, -39.30871244"
SMF0200,"https://www.google.com/maps/place/-7.21513138, -39.31114631",JZN01M9,"-7.21513138, -39.31114631"
SMF0201,"https://www.google.com/maps/place/-7.20268258, -39.31384605",JZN01M9,"-7.20268258, -39.31384605"
SMF1320,"https://www.google.com/maps/place/-7.20849965, -39.31290804",JZN01M9,"-7.20849965, -39.31290804"
SMF0204,"https://www.google.com/maps/place/-7.21795963, -39.31562285",JZN01M9,"-7.21795963, -39.31562285"
SMF0250,"https://www.google.com/maps/place/-7.206276, -39.31054246",JZN01M9,"-7.206276, -39.31054246"
RMF0202,"https://www.google.com/maps/place/-7.22818029, -39.31711546",JZN01M9,"-7.22818029, -39.31711546"
RMF0203,"https://www.google.com/maps/place/-7.21279495, -39.31498523",JZN01M9,"-7.21279495, -39.31498523"
SMF0046,"https://www.google.com/maps/place/-7.2149213, -39.31411714",JZN01M9,"-7.2149213, -39.31411714"
SMF0045,"https://www.google.com/maps/place/-7.21457754, -39.31415314",JZN01M9,"-7.21457754, -39.31415314"
5QP0023,"https://www.google.com/maps/place/-7.22673746, -39.31059263",JZN01M9,"-7.22673746, -39.31059263"
SMF0052,"https://www.google.com/maps/place/-7.2179798, -39.31259752",JZN01M9,"-7.2179798, -39.31259752"
SMF0069,"https://www.google.com/maps/place/-7.22350472, -39.31555422",JZN01M9,"-7.22350472, -39.31555422"
SMF0071,"https://www.google.com/maps/place/-7.22433607, -39.31679575",JZN01M9,"-7.22433607, -39.31679575"
SOT0462,"https://www.google.com/maps/place/-7.30549254, -38.93882491",MLG01Y1,"-7.30549254, -38.93882491"
FOR0024,"https://www.google.com/maps/place/-7.30711009, -38.92769017",MLG01Y1,"-7.30711009, -38.92769017"
FOR0073,"https://www.google.com/maps/place/-7.35004516, -38.86505576",MLG01Y1,"-7.35004516, -38.86505576"
FOR0076,"https://www.google.com/maps/place/-7.35486382, -38.85621099",MLG01Y1,"-7.35486382, -38.85621099"
FOR0079,"https://www.google.com/maps/place/-7.35548748, -38.85467952",MLG01Y1,"-7.35548748, -38.85467952"
FOR0080,"https://www.google.com/maps/place/-7.35761153, -38.84949603",MLG01Y1,"-7.35761153, -38.84949603"
FOR0082,"https://www.google.com/maps/place/-7.35890403, -38.84642397",MLG01Y1,"-7.35890403, -38.84642397"
FOR0097,"https://www.google.com/maps/place/-7.36570054, -38.83005749",MLG01Y1,"-7.36570054, -38.83005749"
FOR0114,"https://www.google.com/maps/place/-7.37427668, -38.80948541",MLG01Y1,"-7.37427668, -38.80948541"
FOR0157,"https://www.google.com/maps/place/-7.38775042, -38.78016598",MLG01Y1,"-7.38775042, -38.78016598"
FOT1168,"https://www.google.com/maps/place/-7.3570783, -38.85089158",MLG01Y1,"-7.3570783, -38.85089158"
FOT0422,"https://www.google.com/maps/place/-7.34880641, -38.86679578",MLG01Y1,"-7.34880641, -38.86679578"
FOT0437,"https://www.google.com/maps/place/-7.35659923, -38.85196998",MLG01Y1,"-7.35659923, -38.85196998"
FOT0531,"https://www.google.com/maps/place/-7.34793836, -38.8679558",MLG01Y1,"-7.34793836, -38.8679558"
FOT1149,"https://www.google.com/maps/place/-7.3054201, -38.93830852",MLG01Y1,"-7.3054201, -38.93830852"
SOT0545,"https://www.google.com/maps/place/-7.30575495, -38.93942283",MLG01Y1,"-7.30575495, -38.93942283"
SOR0068,"https://www.google.com/maps/place/-7.30625137, -38.9317944",MLG01Y1,"-7.30625137, -38.9317944"
SOR0071,"https://www.google.com/maps/place/-7.33995398, -38.87882167",MLG01Y1,"-7.33995398, -38.87882167"
FOR0118,"https://www.google.com/maps/place/-7.37817131, -38.80013257",MLG01Y1,"-7.37817131, -38.80013257"
SOR0564,"https://www.google.com/maps/place/-7.30809575, -38.92568778",MLG01Y1,"-7.30809575, -38.92568778"
SOR1168,"https://www.google.com/maps/place/-7.37558697, -38.80635875",MLG01Y1,"-7.37558697, -38.80635875"
SOR1173,"https://www.google.com/maps/place/-7.35693367, -38.8511997",MLG01Y1,"-7.35693367, -38.8511997"
FOT0468,"https://www.google.com/maps/place/-7.37000229, -38.81974436",MLG01Y1,"-7.37000229, -38.81974436"
FOT1166,"https://www.google.com/maps/place/-7.3570871, -38.85017577",MLG01Y1,"-7.3570871, -38.85017577"
FOT1171,"https://www.google.com/maps/place/-7.35574817, -38.84971412",MLG01Y1,"-7.35574817, -38.84971412"
FOT1175,"https://www.google.com/maps/place/-7.31411873, -38.91682614",MLG01Y1,"-7.31411873, -38.91682614"
FOU0084,"https://www.google.com/maps/place/-7.35578576, -38.85395456",MLG01Y1,"-7.35578576, -38.85395456"
FOT1654,"https://www.google.com/maps/place/-7.36077494, -38.84192007",MLG01Y1,"-7.36077494, -38.84192007"
ROT0514,"https://www.google.com/maps/place/-7.30550162, -38.93913295",MLG01Y1,"-7.30550162, -38.93913295"
FOU0044,"https://www.google.com/maps/place/-7.43181198, -38.87165545",MLG01Y2,"-7.43181198, -38.87165545"
FOR1624,"https://www.google.com/maps/place/-7.51187675, -38.82213361",MLG01Y2,"-7.51187675, -38.82213361"
SOU0410,"https://www.google.com/maps/place/-7.3264946, -38.80418749",MLG01Y2,"-7.3264946, -38.80418749"
4OU0491,"https://www.google.com/maps/place/-7.53242184, -38.82779047",MLG01Y2,"-7.53242184, -38.82779047"
6OU0491,"https://www.google.com/maps/place/-7.53244897, -38.82777233",MLG01Y2,"-7.53244897, -38.82777233"
ROU0491,"https://www.google.com/maps/place/-7.53242182, -38.82776328",MLG01Y2,"-7.53242182, -38.82776328"
5OU0491,"https://www.google.com/maps/place/-7.53243991, -38.82775421",MLG01Y2,"-7.53243991, -38.82775421"
FOR0000,"https://www.google.com/maps/place/-7.51297942, -38.76288192",MLG01Y2,"-7.51297942, -38.76288192"
FOR0026,"https://www.google.com/maps/place/-7.37714228, -38.80507138",MLG01Y2,"-7.37714228, -38.80507138"
FOR0085,"https://www.google.com/maps/place/-7.34742355, -38.84248656",MLG01Y2,"-7.34742355, -38.84248656"
FOR0088,"https://www.google.com/maps/place/-7.34478187, -38.84159049",MLG01Y2,"-7.34478187, -38.84159049"
FOR0109,"https://www.google.com/maps/place/-7.3520718, -38.86631459",MLG01Y2,"-7.3520718, -38.86631459"
FOR0149,"https://www.google.com/maps/place/-7.38879966, -38.87291842",MLG01Y2,"-7.38879966, -38.87291842"
FOR0152,"https://www.google.com/maps/place/-7.37929647, -38.83036944",MLG01Y2,"-7.37929647, -38.83036944"
FOR0165,"https://www.google.com/maps/place/-7.48775543, -38.83131565",MLG01Y2,"-7.48775543, -38.83131565"
FOR0195,"https://www.google.com/maps/place/-7.3479147, -38.92109647",MLG01Y2,"-7.3479147, -38.92109647"
FOR0197,"https://www.google.com/maps/place/-7.61066797, -38.73910282",MLG01Y2,"-7.61066797, -38.73910282"
FOR0237,"https://www.google.com/maps/place/-7.36294424, -38.83721668",MLG01Y2,"-7.36294424, -38.83721668"
FOZ0000,"https://www.google.com/maps/place/-7.51407324, -38.76156705",MLG01Y2,"-7.51407324, -38.76156705"
FOZ0002,"https://www.google.com/maps/place/-7.46765114, -38.843196",MLG01Y2,"-7.46765114, -38.843196"
FOZ0040,"https://www.google.com/maps/place/-7.34104019, -38.92289166",MLG01Y2,"-7.34104019, -38.92289166"
FOZ0048,"https://www.google.com/maps/place/-7.55521415, -38.844207",MLG01Y2,"-7.55521415, -38.844207"
FOZ0049,"https://www.google.com/maps/place/-7.5553037, -38.84168693",MLG01Y2,"-7.5553037, -38.84168693"
FOZ0051,"https://www.google.com/maps/place/-7.55556562, -38.84057186",MLG01Y2,"-7.55556562, -38.84057186"
FOZ0084,"https://www.google.com/maps/place/-7.59751116, -38.84229703",MLG01Y2,"-7.59751116, -38.84229703"
FOZ0111,"https://www.google.com/maps/place/-7.56809715, -38.84962334",MLG01Y2,"-7.56809715, -38.84962334"
FOZ0131,"https://www.google.com/maps/place/-7.48902184, -38.77128768",MLG01Y2,"-7.48902184, -38.77128768"
FOZ0138,"https://www.google.com/maps/place/-7.5574782, -38.82718226",MLG01Y2,"-7.5574782, -38.82718226"
FOZ0141,"https://www.google.com/maps/place/-7.58432875, -38.8604419",MLG01Y2,"-7.58432875, -38.8604419"
FOZ0148,"https://www.google.com/maps/place/-7.56019184, -38.82698175",MLG01Y2,"-7.56019184, -38.82698175"
FOZ0152,"https://www.google.com/maps/place/-7.54695719, -38.82501092",MLG01Y2,"-7.54695719, -38.82501092"
FOZ0190,"https://www.google.com/maps/place/-7.54898281, -38.82349629",MLG01Y2,"-7.54898281, -38.82349629"
FOZ0193,"https://www.google.com/maps/place/-7.55109941, -38.82325068",MLG01Y2,"-7.55109941, -38.82325068"
FOZ0195,"https://www.google.com/maps/place/-7.55293561, -38.82305957",MLG01Y2,"-7.55293561, -38.82305957"
FOZ0208,"https://www.google.com/maps/place/-7.56149406, -38.82608379",MLG01Y2,"-7.56149406, -38.82608379"
FOR0500,"https://www.google.com/maps/place/-7.34066027, -38.88149432",MLG01Y2,"-7.34066027, -38.88149432"
FOR0558,"https://www.google.com/maps/place/-7.42192949, -38.85691423",MLG01Y2,"-7.42192949, -38.85691423"
FOR0567,"https://www.google.com/maps/place/-7.42488644, -38.853814",MLG01Y2,"-7.42488644, -38.853814"
FOR0569,"https://www.google.com/maps/place/-7.38828435, -38.84528114",MLG01Y2,"-7.38828435, -38.84528114"
FOT0045,"https://www.google.com/maps/place/-7.5067969, -38.83187027",MLG01Y2,"-7.5067969, -38.83187027"
FOR0846,"https://www.google.com/maps/place/-7.37671147, -38.86274613",MLG01Y2,"-7.37671147, -38.86274613"
FOR0920,"https://www.google.com/maps/place/-7.38429022, -38.85760599",MLG01Y2,"-7.38429022, -38.85760599"
FOR0954,"https://www.google.com/maps/place/-7.39075638, -38.85274695",MLG01Y2,"-7.39075638, -38.85274695"
FOR1017,"https://www.google.com/maps/place/-7.37634647, -38.8055701",MLG01Y2,"-7.37634647, -38.8055701"
FOR1055,"https://www.google.com/maps/place/-7.36748113, -38.82633274",MLG01Y2,"-7.36748113, -38.82633274"
FOR1080,"https://www.google.com/maps/place/-7.3659809, -38.82990335",MLG01Y2,"-7.3659809, -38.82990335"
FOR1098,"https://www.google.com/maps/place/-7.3671207, -38.82998446",MLG01Y2,"-7.3671207, -38.82998446"
FOR1128,"https://www.google.com/maps/place/-7.36974394, -38.82987473",MLG01Y2,"-7.36974394, -38.82987473"
SOZ0423,"https://www.google.com/maps/place/-7.32806686, -38.80029998",MLG01Y2,"-7.32806686, -38.80029998"
FOR1182,"https://www.google.com/maps/place/-7.61529109, -38.83193699",MLG01Y2,"-7.61529109, -38.83193699"
FOR1204,"https://www.google.com/maps/place/-7.62355824, -38.75498816",MLG01Y2,"-7.62355824, -38.75498816"
FOR1207,"https://www.google.com/maps/place/-7.61542327, -38.73464849",MLG01Y2,"-7.61542327, -38.73464849"
FOR1212,"https://www.google.com/maps/place/-7.62334123, -38.75513335",MLG01Y2,"-7.62334123, -38.75513335"
FOR1224,"https://www.google.com/maps/place/-7.61191584, -38.77027104",MLG01Y2,"-7.61191584, -38.77027104"
FOR1231,"https://www.google.com/maps/place/-7.39644799, -38.85831796",MLG01Y2,"-7.39644799, -38.85831796"
FOR1237,"https://www.google.com/maps/place/-7.34381812, -38.92804665",MLG01Y2,"-7.34381812, -38.92804665"
FOR1238,"https://www.google.com/maps/place/-7.35285435, -38.92471989",MLG01Y2,"-7.35285435, -38.92471989"
FOR1241,"https://www.google.com/maps/place/-7.57103295, -38.77696475",MLG01Y2,"-7.57103295, -38.77696475"
FOR1242,"https://www.google.com/maps/place/-7.57895369, -38.77067839",MLG01Y2,"-7.57895369, -38.77067839"
FOR1248,"https://www.google.com/maps/place/-7.34859268, -38.9185503",MLG01Y2,"-7.34859268, -38.9185503"
FOR1251,"https://www.google.com/maps/place/-7.501877, -38.7736466",MLG01Y2,"-7.501877, -38.7736466"
FOR1253,"https://www.google.com/maps/place/-7.3931316, -38.86950097",MLG01Y2,"-7.3931316, -38.86950097"
FOR1257,"https://www.google.com/maps/place/-7.58622761, -38.85815677",MLG01Y2,"-7.58622761, -38.85815677"
FOR1259,"https://www.google.com/maps/place/-7.37221677, -38.90087675",MLG01Y2,"-7.37221677, -38.90087675"
SOR1263,"https://www.google.com/maps/place/-7.36924946, -38.83804799",MLG01Y2,"-7.36924946, -38.83804799"
FOR1267,"https://www.google.com/maps/place/-7.51319429, -38.75879395",MLG01Y2,"-7.51319429, -38.75879395"
FOR1268,"https://www.google.com/maps/place/-7.35758639, -38.88694445",MLG01Y2,"-7.35758639, -38.88694445"
FOR1270,"https://www.google.com/maps/place/-7.61652123, -38.83177332",MLG01Y2,"-7.61652123, -38.83177332"
FOR1273,"https://www.google.com/maps/place/-7.6670459, -38.84396707",MLG01Y2,"-7.6670459, -38.84396707"
FOR1282,"https://www.google.com/maps/place/-7.36668014, -38.89824123",MLG01Y2,"-7.36668014, -38.89824123"
FOR1285,"https://www.google.com/maps/place/-7.33612571, -38.90903009",MLG01Y2,"-7.33612571, -38.90903009"
FOR1289,"https://www.google.com/maps/place/-7.61735862, -38.80134692",MLG01Y2,"-7.61735862, -38.80134692"
FOR1291,"https://www.google.com/maps/place/-7.41162741, -38.86023423",MLG01Y2,"-7.41162741, -38.86023423"
FOR1294,"https://www.google.com/maps/place/-7.61105497, -38.73585696",MLG01Y2,"-7.61105497, -38.73585696"
FOR1295,"https://www.google.com/maps/place/-7.59044252, -38.71142885",MLG01Y2,"-7.59044252, -38.71142885"
FOR1303,"https://www.google.com/maps/place/-7.57549572, -38.72001452",MLG01Y2,"-7.57549572, -38.72001452"
FOR1305,"https://www.google.com/maps/place/-7.61498247, -38.77055952",MLG01Y2,"-7.61498247, -38.77055952"
FOR1307,"https://www.google.com/maps/place/-7.55178285, -38.71345789",MLG01Y2,"-7.55178285, -38.71345789"
FOR1309,"https://www.google.com/maps/place/-7.55317548, -38.72693629",MLG01Y2,"-7.55317548, -38.72693629"
FOR1315,"https://www.google.com/maps/place/-7.57542388, -38.72083044",MLG01Y2,"-7.57542388, -38.72083044"
FOZ0508,"https://www.google.com/maps/place/-7.35969393, -38.88644556",MLG01Y2,"-7.35969393, -38.88644556"
FOZ0613,"https://www.google.com/maps/place/-7.38366144, -38.87216779",MLG01Y2,"-7.38366144, -38.87216779"
FOZ1177,"https://www.google.com/maps/place/-7.39230778, -38.81637349",MLG01Y2,"-7.39230778, -38.81637349"
FOZ1911,"https://www.google.com/maps/place/-7.33688494, -38.90603094",MLG01Y2,"-7.33688494, -38.90603094"
FOZ1920,"https://www.google.com/maps/place/-7.33940792, -38.90230655",MLG01Y2,"-7.33940792, -38.90230655"
FOZ1938,"https://www.google.com/maps/place/-7.34007704, -38.901047",MLG01Y2,"-7.34007704, -38.901047"
FOZ1954,"https://www.google.com/maps/place/-7.33618725, -38.90067638",MLG01Y2,"-7.33618725, -38.90067638"
FOR1316,"https://www.google.com/maps/place/-7.5753609, -38.72136533",MLG01Y2,"-7.5753609, -38.72136533"
FOR1317,"https://www.google.com/maps/place/-7.44950772, -38.84998137",MLG01Y2,"-7.44950772, -38.84998137"
FOR1322,"https://www.google.com/maps/place/-7.58009449, -38.71167145",MLG01Y2,"-7.58009449, -38.71167145"
FOR1323,"https://www.google.com/maps/place/-7.56998686, -38.69307658",MLG01Y2,"-7.56998686, -38.69307658"
FOR1332,"https://www.google.com/maps/place/-7.66809577, -38.84554438",MLG01Y2,"-7.66809577, -38.84554438"
FOR1334,"https://www.google.com/maps/place/-7.36981871, -38.86318319",MLG01Y2,"-7.36981871, -38.86318319"
FOR1336,"https://www.google.com/maps/place/-7.3715012, -38.89668161",MLG01Y2,"-7.3715012, -38.89668161"
FOR1338,"https://www.google.com/maps/place/-7.48734775, -38.77007405",MLG01Y2,"-7.48734775, -38.77007405"
FOR1340,"https://www.google.com/maps/place/-7.57461144, -38.72344175",MLG01Y2,"-7.57461144, -38.72344175"
FOR1345,"https://www.google.com/maps/place/-7.56900928, -38.69214357",MLG01Y2,"-7.56900928, -38.69214357"
FOR1346,"https://www.google.com/maps/place/-7.57955109, -38.71067463",MLG01Y2,"-7.57955109, -38.71067463"
